species,latitude,longitude
Nasua nasua,-21.59,-46.74
Dasypus novemcinctus,-21.59,-46.74
Cuniculus paca,-21.59,-46.74
Sus scrofa,-22.83,-47.36
Cerdocyon thous,-22.83,-47.36
Leopardus guttulus,-22.83,-47.36
Eira barbara,-22.83,-47.36
Nasua nasua,-22.83,-47.36
Dasypus novemcinctus,-22.83,-47.36
Didelphis albiventris,-22.83,-47.36
Mazama americana,-21.42,-47.28
Puma concolor,-21.42,-47.28
Eira barbara,-21.42,-47.28
Nasua nasua,-21.42,-47.28
Procyon cancrivorus,-21.42,-47.28
Dasypus novemcinctus,-21.42,-47.28
Didelphis albiventris,-21.42,-47.28
Sylvilagus brasiliensis,-21.42,-47.28
Tamandua tetradactyla,-21.42,-47.28
Dasyprocta azarae,-21.42,-47.28
Mazama gouazoubira,-21,-50.84
Pecari tajacu,-21,-50.84
Puma concolor,-21,-50.84
Dasypus novemcinctus,-21,-50.84
Didelphis aurita,-21,-50.84
Sylvilagus brasiliensis,-21,-50.84
Tapirus terrestris,-21,-50.84
Myrmecophaga tridactyla,-21,-50.84
Cuniculus paca,-21,-50.84
Dasyprocta azarae,-21,-50.84
Mazama gouazoubira,-20.49,-50.23
Sus scrofa,-20.49,-50.23
Leopardus pardalis,-20.49,-50.23
Puma yagouaroundi,-20.49,-50.23
Dasypus novemcinctus,-20.49,-50.23
Euphractus sexcinctus,-20.49,-50.23
Didelphis albiventris,-20.49,-50.23
Sylvilagus brasiliensis,-20.49,-50.23
Myrmecophaga tridactyla,-20.49,-50.23
Tamandua tetradactyla,-20.49,-50.23
Hydrochoerus hydrochaeris,-20.49,-50.23
Dasyprocta azarae,-20.49,-50.23
Mazama americana,-25.46,-53.86
Mazama nana,-25.46,-53.86
Mazama sp.,-25.46,-53.86
Pecari tajacu,-25.46,-53.86
Canis familiaris,-25.46,-53.86
Cerdocyon thous,-25.46,-53.86
Leopardus pardalis,-25.46,-53.86
Leopardus guttulus,-25.46,-53.86
Leopardus wiedii,-25.46,-53.86
Leopardus sp.,-25.46,-53.86
Panthera onca,-25.46,-53.86
Puma concolor,-25.46,-53.86
Puma yagouaroundi,-25.46,-53.86
Eira barbara,-25.46,-53.86
Galictis cuja,-25.46,-53.86
Nasua nasua,-25.46,-53.86
Procyon cancrivorus,-25.46,-53.86
Dasypus novemcinctus,-25.46,-53.86
Euphractus sexcinctus,-25.46,-53.86
Didelphis albiventris,-25.46,-53.86
Didelphis aurita,-25.46,-53.86
Didelphis sp.,-25.46,-53.86
Sylvilagus brasiliensis,-25.46,-53.86
Tapirus terrestris,-25.46,-53.86
Myrmecophaga tridactyla,-25.46,-53.86
Tamandua tetradactyla,-25.46,-53.86
Sapajus nigritus,-25.46,-53.86
Hydrochoerus hydrochaeris,-25.46,-53.86
Cuniculus paca,-25.46,-53.86
Dasyprocta azarae,-25.46,-53.86
Sciurus aestuans,-25.46,-53.86
Bos taurus,-24.2,-48.21
Mazama americana,-24.2,-48.21
Mazama gouazoubira,-24.2,-48.21
Canis familiaris,-24.2,-48.21
Cerdocyon thous,-24.2,-48.21
Speothos venaticus,-24.2,-48.21
Felis catus,-24.2,-48.21
Leopardus pardalis,-24.2,-48.21
Leopardus guttulus,-24.2,-48.21
Leopardus wiedii,-24.2,-48.21
Leopardus sp.,-24.2,-48.21
Panthera onca,-24.2,-48.21
Puma concolor,-24.2,-48.21
Puma yagouaroundi,-24.2,-48.21
Eira barbara,-24.2,-48.21
Procyon cancrivorus,-24.2,-48.21
Cabassous tatouay,-24.2,-48.21
Dasypus novemcinctus,-24.2,-48.21
Didelphis aurita,-24.2,-48.21
Metachirus nudicaudatus,-24.2,-48.21
Tapirus terrestris,-24.2,-48.21
Sapajus nigritus,-24.2,-48.21
Cuniculus paca,-24.2,-48.21
Dasyprocta azarae,-24.2,-48.21
Sciurus aestuans,-24.2,-48.21
Cerdocyon thous,-29.39,-52.53
Cuniculus paca,-29.39,-52.53
Bos taurus,-20.8,-42.85
Canis familiaris,-20.8,-42.85
Didelphis aurita,-20.8,-42.85
Philander frenatus,-20.8,-42.85
Sylvilagus brasiliensis,-20.8,-42.85
Mazama americana,-29.4,-50.39
Mazama gouazoubira,-29.4,-50.39
Lycalopex gymnocercus,-29.4,-50.39
Leopardus pardalis,-29.4,-50.39
Leopardus guttulus,-29.4,-50.39
Leopardus wiedii,-29.4,-50.39
Puma concolor,-29.4,-50.39
Puma yagouaroundi,-29.4,-50.39
Eira barbara,-29.4,-50.39
Galictis cuja,-29.4,-50.39
Nasua nasua,-29.4,-50.39
Procyon cancrivorus,-29.4,-50.39
Dasypus novemcinctus,-29.4,-50.39
Didelphis albiventris,-29.4,-50.39
Didelphis aurita,-29.4,-50.39
Philander frenatus,-29.4,-50.39
Lepus europaeus,-29.4,-50.39
Dasyprocta azarae,-29.4,-50.39
Mazama americana,-24,-52.3
Mazama gouazoubira,-24,-52.3
Sus scrofa,-24,-52.3
Canis familiaris,-24,-52.3
Cerdocyon thous,-24,-52.3
Nasua nasua,-24,-52.3
Dasypus novemcinctus,-24,-52.3
Cuniculus paca,-24,-52.3
Dasypus sp.,-24,-52.3
Dasyprocta sp.,-24,-52.3
Nasua nasua,-21.48,-41.87
Procyon cancrivorus,-21.48,-41.87
Didelphis aurita,-21.48,-41.87
Philander frenatus,-21.48,-41.87
Cuniculus paca,-21.48,-41.87
Metachirus nudicaudatus,-21.75,-41.68
Philander frenatus,-21.75,-41.68
Cuniculus paca,-21.75,-41.68
Conepatus semistriatus,-20.44,-44.61
Didelphis albiventris,-20.44,-44.61
Sylvilagus brasiliensis,-20.44,-44.61
Myrmecophaga tridactyla,-20.44,-44.61
Mazama sp.,-25.38,-48.8
Pecari tajacu,-25.38,-48.8
Canis familiaris,-25.38,-48.8
Cerdocyon thous,-25.38,-48.8
Speothos venaticus,-25.38,-48.8
Leopardus pardalis,-25.38,-48.8
Leopardus guttulus,-25.38,-48.8
Leopardus wiedii,-25.38,-48.8
Puma concolor,-25.38,-48.8
Puma yagouaroundi,-25.38,-48.8
Eira barbara,-25.38,-48.8
Procyon cancrivorus,-25.38,-48.8
Cabassous tatouay,-25.38,-48.8
Dasypus novemcinctus,-25.38,-48.8
Didelphis aurita,-25.38,-48.8
Tamandua tetradactyla,-25.38,-48.8
Hydrochoerus hydrochaeris,-25.38,-48.8
Cuniculus paca,-25.38,-48.8
Dasyprocta azarae,-25.38,-48.8
Mazama sp.,-25.2,-48.63
Pecari tajacu,-25.2,-48.63
Tayassu pecari,-25.2,-48.63
Canis familiaris,-25.2,-48.63
Cerdocyon thous,-25.2,-48.63
Leopardus pardalis,-25.2,-48.63
Leopardus guttulus,-25.2,-48.63
Leopardus wiedii,-25.2,-48.63
Puma concolor,-25.2,-48.63
Puma yagouaroundi,-25.2,-48.63
Eira barbara,-25.2,-48.63
Nasua nasua,-25.2,-48.63
Procyon cancrivorus,-25.2,-48.63
Dasypus novemcinctus,-25.2,-48.63
Didelphis aurita,-25.2,-48.63
Tapirus terrestris,-25.2,-48.63
Tamandua tetradactyla,-25.2,-48.63
Hydrochoerus hydrochaeris,-25.2,-48.63
Cuniculus paca,-25.2,-48.63
Dasyprocta azarae,-25.2,-48.63
Pecari tajacu,-25.3,-48.48
Canis familiaris,-25.3,-48.48
Cerdocyon thous,-25.3,-48.48
Speothos venaticus,-25.3,-48.48
Leopardus pardalis,-25.3,-48.48
Leopardus guttulus,-25.3,-48.48
Puma concolor,-25.3,-48.48
Eira barbara,-25.3,-48.48
Procyon cancrivorus,-25.3,-48.48
Dasypus novemcinctus,-25.3,-48.48
Didelphis aurita,-25.3,-48.48
Tamandua tetradactyla,-25.3,-48.48
Cuniculus paca,-25.3,-48.48
Mazama sp.,-25.16,-48.29
Pecari tajacu,-25.16,-48.29
Cerdocyon thous,-25.16,-48.29
Leopardus pardalis,-25.16,-48.29
Leopardus guttulus,-25.16,-48.29
Leopardus wiedii,-25.16,-48.29
Puma concolor,-25.16,-48.29
Eira barbara,-25.16,-48.29
Bos taurus,-29.46,-50.2
Sus scrofa,-29.46,-50.2
Tamandua tetradactyla,-29.46,-50.2
Mazama sp.,-22.36,-44.8
Sus scrofa,-22.36,-44.8
Pecari tajacu,-22.36,-44.8
Canis familiaris,-22.36,-44.8
Cerdocyon thous,-22.36,-44.8
Chrysocyon brachyurus,-22.36,-44.8
Felis catus,-22.36,-44.8
Leopardus pardalis,-22.36,-44.8
Leopardus guttulus,-22.36,-44.8
Leopardus wiedii,-22.36,-44.8
Leopardus sp.,-22.36,-44.8
Puma concolor,-22.36,-44.8
Puma yagouaroundi,-22.36,-44.8
Conepatus semistriatus,-22.36,-44.8
Eira barbara,-22.36,-44.8
Nasua nasua,-22.36,-44.8
Procyon cancrivorus,-22.36,-44.8
Cabassous tatouay,-22.36,-44.8
Cabassous sp.,-22.36,-44.8
Dasypus novemcinctus,-22.36,-44.8
Didelphis aurita,-22.36,-44.8
Didelphis sp.,-22.36,-44.8
Lepus europaeus,-22.36,-44.8
Sylvilagus brasiliensis,-22.36,-44.8
Tamandua tetradactyla,-22.36,-44.8
Hydrochoerus hydrochaeris,-22.36,-44.8
Cuniculus paca,-22.36,-44.8
Sciurus aestuans,-22.36,-44.8
Canis familiaris,-21.94,-45.31
Leopardus pardalis,-21.94,-45.31
Leopardus guttulus,-21.94,-45.31
Leopardus sp.,-21.94,-45.31
Puma yagouaroundi,-21.94,-45.31
Procyon cancrivorus,-21.94,-45.31
Cabassous tatouay,-21.94,-45.31
Didelphis aurita,-21.94,-45.31
Tamandua tetradactyla,-21.94,-45.31
Cuniculus paca,-21.94,-45.31
Sciurus aestuans,-21.94,-45.31
Bos taurus,-22.42,-44.63
Mazama sp.,-22.42,-44.63
Sus scrofa,-22.42,-44.63
Pecari tajacu,-22.42,-44.63
Tayassu pecari,-22.42,-44.63
Canis familiaris,-22.42,-44.63
Cerdocyon thous,-22.42,-44.63
Leopardus pardalis,-22.42,-44.63
Leopardus guttulus,-22.42,-44.63
Leopardus wiedii,-22.42,-44.63
Puma concolor,-22.42,-44.63
Puma yagouaroundi,-22.42,-44.63
Eira barbara,-22.42,-44.63
Galictis cuja,-22.42,-44.63
Nasua nasua,-22.42,-44.63
Procyon cancrivorus,-22.42,-44.63
Cabassous tatouay,-22.42,-44.63
Dasypus novemcinctus,-22.42,-44.63
Euphractus sexcinctus,-22.42,-44.63
Didelphis aurita,-22.42,-44.63
Sylvilagus brasiliensis,-22.42,-44.63
Tamandua tetradactyla,-22.42,-44.63
Hydrochoerus hydrochaeris,-22.42,-44.63
Cuniculus paca,-22.42,-44.63
Chrysocyon brachyurus,-22.42,-44.63
Leopardus sp.,-22.42,-44.63
Sciurus aestuans,-22.42,-44.63
Bos taurus,-24.86,-53.64
Mazama nana,-24.86,-53.64
Sus scrofa,-24.86,-53.64
Pecari tajacu,-24.86,-53.64
Tayassu pecari,-24.86,-53.64
Canis familiaris,-24.86,-53.64
Leopardus pardalis,-24.86,-53.64
Leopardus wiedii,-24.86,-53.64
Leopardus sp.,-24.86,-53.64
Puma yagouaroundi,-24.86,-53.64
Eira barbara,-24.86,-53.64
Nasua nasua,-24.86,-53.64
Procyon cancrivorus,-24.86,-53.64
Cabassous tatouay,-24.86,-53.64
Dasypus novemcinctus,-24.86,-53.64
Didelphis albiventris,-24.86,-53.64
Didelphis aurita,-24.86,-53.64
Tamandua tetradactyla,-24.86,-53.64
Sapajus nigritus,-24.86,-53.64
Hydrochoerus hydrochaeris,-24.86,-53.64
Cuniculus paca,-24.86,-53.64
Dasyprocta azarae,-24.86,-53.64
Sphiggurus villosus,-24.86,-53.64
Mazama nana,-24.89,-53.35
Nasua nasua,-24.89,-53.35
Procyon cancrivorus,-24.89,-53.35
Dasypus novemcinctus,-24.89,-53.35
Didelphis albiventris,-24.89,-53.35
Sapajus nigritus,-24.89,-53.35
Dasyprocta azarae,-24.89,-53.35
Mazama nana,-24.89,-53.37
Canis familiaris,-24.89,-53.37
Cerdocyon thous,-24.89,-53.37
Leopardus pardalis,-24.89,-53.37
Leopardus sp.,-24.89,-53.37
Nasua nasua,-24.89,-53.37
Cabassous tatouay,-24.89,-53.37
Dasypus novemcinctus,-24.89,-53.37
Dasypus sp.,-24.89,-53.37
Dasyprocta sp.,-24.89,-53.37
Sapajus nigritus,-24.89,-53.37
Cuniculus paca,-24.89,-53.37
Dasyprocta azarae,-24.89,-53.37
Mazama nana,-25,-53.35
Leopardus wiedii,-25,-53.35
Eira barbara,-25,-53.35
Nasua nasua,-25,-53.35
Dasypus novemcinctus,-25,-53.35
Dasypus sp.,-25,-53.35
Dasyprocta sp.,-25,-53.35
Tamandua tetradactyla,-25,-53.35
Mazama nana,-24.79,-53.34
Canis familiaris,-24.79,-53.34
Leopardus guttulus,-24.79,-53.34
Leopardus sp.,-24.79,-53.34
Puma yagouaroundi,-24.79,-53.34
Eira barbara,-24.79,-53.34
Nasua nasua,-24.79,-53.34
Cabassous tatouay,-24.79,-53.34
Dasypus novemcinctus,-24.79,-53.34
Dasypus sp.,-24.79,-53.34
Dasyprocta sp.,-24.79,-53.34
Euphractus sexcinctus,-24.79,-53.34
Didelphis albiventris,-24.79,-53.34
Sapajus nigritus,-24.79,-53.34
Cuniculus paca,-24.79,-53.34
Dasyprocta azarae,-24.79,-53.34
Sphiggurus villosus,-24.79,-53.34
Sciurus aestuans,-24.79,-53.34
Canis familiaris,-25,-53.29
Leopardus wiedii,-25,-53.29
Nasua nasua,-25,-53.29
Dasypus novemcinctus,-25,-53.29
Dasypus sp.,-25,-53.29
Dasyprocta sp.,-25,-53.29
Didelphis albiventris,-25,-53.29
Dasyprocta azarae,-25,-53.29
Canis familiaris,-24.94,-53.51
Cerdocyon thous,-24.94,-53.51
Leopardus guttulus,-24.94,-53.51
Puma yagouaroundi,-24.94,-53.51
Nasua nasua,-24.94,-53.51
Dasypus novemcinctus,-24.94,-53.51
Dasypus sp.,-24.94,-53.51
Dasyprocta sp.,-24.94,-53.51
Didelphis albiventris,-24.94,-53.51
Canis familiaris,-24.95,-53.43
Felis catus,-24.95,-53.43
Dasypus novemcinctus,-24.95,-53.43
Didelphis albiventris,-24.95,-53.43
Hydrochoerus hydrochaeris,-24.95,-53.43
Dasyprocta azarae,-24.95,-53.43
Mazama nana,-24.95,-53.44
Dasypus novemcinctus,-24.95,-53.44
Didelphis albiventris,-24.95,-53.44
Sapajus nigritus,-24.95,-53.44
Hydrochoerus hydrochaeris,-24.95,-53.44
Dasyprocta azarae,-24.95,-53.44
Tayassu pecari,-25.46,-53.86
Cabassous tatouay,-25.46,-53.86
Mazama americana,-27.62,-49.52
Mazama nana,-27.62,-49.52
Pecari tajacu,-27.62,-49.52
Cerdocyon thous,-27.62,-49.52
Leopardus guttulus,-27.62,-49.52
Eira barbara,-27.62,-49.52
Galictis cuja,-27.62,-49.52
Nasua nasua,-27.62,-49.52
Cabassous tatouay,-27.62,-49.52
Dasypus novemcinctus,-27.62,-49.52
Philander frenatus,-27.62,-49.52
Tamandua tetradactyla,-27.62,-49.52
Bos taurus,-27.13,-50.31
Canis familiaris,-27.13,-50.31
Cerdocyon thous,-27.13,-50.31
Leopardus guttulus,-27.13,-50.31
Eira barbara,-27.13,-50.31
Nasua nasua,-27.13,-50.31
Bos taurus,-27.9,-49.79
Mazama americana,-27.9,-49.79
Pecari tajacu,-27.9,-49.79
Canis familiaris,-27.9,-49.79
Leopardus pardalis,-27.9,-49.79
Leopardus guttulus,-27.9,-49.79
Eira barbara,-27.9,-49.79
Nasua nasua,-27.9,-49.79
Procyon cancrivorus,-27.9,-49.79
Cabassous tatouay,-27.9,-49.79
Dasypus novemcinctus,-27.9,-49.79
Philander frenatus,-27.9,-49.79
Tamandua tetradactyla,-27.9,-49.79
Mazama americana,-27.7,-49.96
Pecari tajacu,-27.7,-49.96
Canis familiaris,-27.7,-49.96
Eira barbara,-27.7,-49.96
Nasua nasua,-27.7,-49.96
Hydrochoerus hydrochaeris,-27.7,-49.96
Mazama americana,-26.75,-50.44
Mazama gouazoubira,-26.75,-50.44
Canis familiaris,-26.75,-50.44
Cerdocyon thous,-26.75,-50.44
Leopardus pardalis,-26.75,-50.44
Leopardus guttulus,-26.75,-50.44
Puma concolor,-26.75,-50.44
Eira barbara,-26.75,-50.44
Procyon cancrivorus,-26.75,-50.44
Dasypus novemcinctus,-26.75,-50.44
Hydrochoerus hydrochaeris,-26.75,-50.44
Bos taurus,-28.04,-50.29
Mazama gouazoubira,-28.04,-50.29
Sus scrofa,-28.04,-50.29
Lycalopex gymnocercus,-28.04,-50.29
Leopardus pardalis,-28.04,-50.29
Leopardus guttulus,-28.04,-50.29
Puma concolor,-28.04,-50.29
Conepatus chinga,-28.04,-50.29
Nasua nasua,-28.04,-50.29
Procyon cancrivorus,-28.04,-50.29
Cabassous tatouay,-28.04,-50.29
Dasypus novemcinctus,-28.04,-50.29
Didelphis aurita,-28.04,-50.29
Lepus europaeus,-28.04,-50.29
Tamandua tetradactyla,-28.04,-50.29
Hydrochoerus hydrochaeris,-28.04,-50.29
Dasyprocta azarae,-28.04,-50.29
Mazama americana,-28,-49.37
Mazama gouazoubira,-28,-49.37
Mazama sp.,-28,-49.37
Canis familiaris,-28,-49.37
Cerdocyon thous,-28,-49.37
Leopardus guttulus,-28,-49.37
Leopardus wiedii,-28,-49.37
Puma concolor,-28,-49.37
Puma yagouaroundi,-28,-49.37
Eira barbara,-28,-49.37
Nasua nasua,-28,-49.37
Procyon cancrivorus,-28,-49.37
Cabassous tatouay,-28,-49.37
Philander frenatus,-28,-49.37
Tamandua tetradactyla,-28,-49.37
Cavia sp.,-28,-49.37
Hydrochoerus hydrochaeris,-28,-49.37
Bos taurus,-27.89,-49.39
Mazama gouazoubira,-27.89,-49.39
Sus scrofa,-27.89,-49.39
Pecari tajacu,-27.89,-49.39
Canis familiaris,-27.89,-49.39
Cerdocyon thous,-27.89,-49.39
Leopardus pardalis,-27.89,-49.39
Leopardus guttulus,-27.89,-49.39
Leopardus wiedii,-27.89,-49.39
Puma concolor,-27.89,-49.39
Eira barbara,-27.89,-49.39
Nasua nasua,-27.89,-49.39
Procyon cancrivorus,-27.89,-49.39
Dasypus novemcinctus,-27.89,-49.39
Didelphis aurita,-27.89,-49.39
Gracilinanus microtarsus,-27.89,-49.39
Philander frenatus,-27.89,-49.39
Hydrochoerus hydrochaeris,-27.89,-49.39
Cuniculus paca,-27.89,-49.39
Cerdocyon thous,-27.05,-52.16
Eira barbara,-27.05,-52.16
Galictis cuja,-27.05,-52.16
Nasua nasua,-27.05,-52.16
Dasypus novemcinctus,-27.05,-52.16
Euphractus sexcinctus,-27.05,-52.16
Didelphis aurita,-27.05,-52.16
Philander frenatus,-27.05,-52.16
Sapajus nigritus,-27.05,-52.16
Dasyprocta azarae,-27.05,-52.16
Bos taurus,-26.75,-51.96
Mazama gouazoubira,-26.75,-51.96
Mazama sp.,-26.75,-51.96
Sus scrofa,-26.75,-51.96
Pecari tajacu,-26.75,-51.96
Leopardus guttulus,-26.75,-51.96
Conepatus chinga,-26.75,-51.96
Eira barbara,-26.75,-51.96
Nasua nasua,-26.75,-51.96
Procyon cancrivorus,-26.75,-51.96
Cabassous tatouay,-26.75,-51.96
Dasypus novemcinctus,-26.75,-51.96
Dasypus sp.,-26.75,-51.96
Dasyprocta sp.,-26.75,-51.96
Lepus europaeus,-26.75,-51.96
Sapajus nigritus,-26.75,-51.96
Cuniculus paca,-26.75,-51.96
Dasyprocta azarae,-26.75,-51.96
Mazama gouazoubira,-26.82,-51.88
Mazama sp.,-26.82,-51.88
Sus scrofa,-26.82,-51.88
Pecari tajacu,-26.82,-51.88
Canis familiaris,-26.82,-51.88
Cerdocyon thous,-26.82,-51.88
Leopardus pardalis,-26.82,-51.88
Leopardus guttulus,-26.82,-51.88
Leopardus sp.,-26.82,-51.88
Eira barbara,-26.82,-51.88
Galictis cuja,-26.82,-51.88
Nasua nasua,-26.82,-51.88
Procyon cancrivorus,-26.82,-51.88
Dasypus novemcinctus,-26.82,-51.88
Dasypus septemcinctus,-26.82,-51.88
Dasypus sp.,-26.82,-51.88
Dasyprocta sp.,-26.82,-51.88
Euphractus sexcinctus,-26.82,-51.88
Sapajus nigritus,-26.82,-51.88
Hydrochoerus hydrochaeris,-26.82,-51.88
Cuniculus paca,-26.82,-51.88
Dasyprocta azarae,-26.82,-51.88
Canis familiaris,-27.74,-48.8
Cerdocyon thous,-27.74,-48.8
Leopardus guttulus,-27.74,-48.8
Leopardus wiedii,-27.74,-48.8
Eira barbara,-27.74,-48.8
Nasua nasua,-27.74,-48.8
Procyon cancrivorus,-27.74,-48.8
Dasypus novemcinctus,-27.74,-48.8
Didelphis aurita,-27.74,-48.8
Tamandua tetradactyla,-27.74,-48.8
Dasyprocta azarae,-27.74,-48.8
Bos taurus,-27.88,-48.85
Mazama gouazoubira,-27.88,-48.85
Pecari tajacu,-27.88,-48.85
Tayassu pecari,-27.88,-48.85
Canis familiaris,-27.88,-48.85
Cerdocyon thous,-27.88,-48.85
Felis catus,-27.88,-48.85
Leopardus guttulus,-27.88,-48.85
Leopardus wiedii,-27.88,-48.85
Puma concolor,-27.88,-48.85
Galictis cuja,-27.88,-48.85
Nasua nasua,-27.88,-48.85
Procyon cancrivorus,-27.88,-48.85
Dasypus novemcinctus,-27.88,-48.85
Lepus europaeus,-27.88,-48.85
Tapirus terrestris,-27.88,-48.85
Pecari tajacu,-27.43,-48.86
Canis familiaris,-27.43,-48.86
Cerdocyon thous,-27.43,-48.86
Leopardus pardalis,-27.43,-48.86
Leopardus guttulus,-27.43,-48.86
Leopardus wiedii,-27.43,-48.86
Leopardus sp.,-27.43,-48.86
Puma concolor,-27.43,-48.86
Eira barbara,-27.43,-48.86
Nasua nasua,-27.43,-48.86
Procyon cancrivorus,-27.43,-48.86
Dasypus novemcinctus,-27.43,-48.86
Didelphis albiventris,-27.43,-48.86
Didelphis aurita,-27.43,-48.86
Philander frenatus,-27.43,-48.86
Lepus europaeus,-27.43,-48.86
Hydrochoerus hydrochaeris,-27.43,-48.86
Cuniculus paca,-27.43,-48.86
Dasyprocta azarae,-27.43,-48.86
Canis familiaris,-27.1,-48.88
Cerdocyon thous,-27.1,-48.88
Leopardus guttulus,-27.1,-48.88
Leopardus wiedii,-27.1,-48.88
Puma yagouaroundi,-27.1,-48.88
Eira barbara,-27.1,-48.88
Lontra longicaudis,-27.1,-48.88
Nasua nasua,-27.1,-48.88
Procyon cancrivorus,-27.1,-48.88
Cabassous tatouay,-27.1,-48.88
Dasypus novemcinctus,-27.1,-48.88
Didelphis aurita,-27.1,-48.88
Tamandua tetradactyla,-27.1,-48.88
Hydrochoerus hydrochaeris,-27.1,-48.88
Dasyprocta azarae,-27.1,-48.88
Pecari tajacu,-28.64,-49.61
Canis familiaris,-28.64,-49.61
Leopardus pardalis,-28.64,-49.61
Leopardus guttulus,-28.64,-49.61
Leopardus wiedii,-28.64,-49.61
Eira barbara,-28.64,-49.61
Nasua nasua,-28.64,-49.61
Procyon cancrivorus,-28.64,-49.61
Dasypus novemcinctus,-28.64,-49.61
Didelphis albiventris,-28.64,-49.61
Philander frenatus,-28.64,-49.61
Dasyprocta azarae,-28.64,-49.61
Mazama nana,-28,-49.37
Pecari tajacu,-28,-49.37
Galictis cuja,-28,-49.37
Dasypus novemcinctus,-28,-49.37
Lepus europaeus,-28,-49.37
Cerdocyon thous,-27.68,-49.16
Leopardus guttulus,-27.68,-49.16
Puma concolor,-27.68,-49.16
Puma yagouaroundi,-27.68,-49.16
Eira barbara,-27.68,-49.16
Galictis cuja,-27.68,-49.16
Nasua nasua,-27.68,-49.16
Procyon cancrivorus,-27.68,-49.16
Dasypus novemcinctus,-27.68,-49.16
Didelphis sp.,-27.68,-49.16
Hydrochoerus hydrochaeris,-27.68,-49.16
Dasyprocta azarae,-27.68,-49.16
Sciurus aestuans,-27.68,-49.16
Mazama americana,-27.91,-49.87
Mazama gouazoubira,-27.91,-49.87
Pecari tajacu,-27.91,-49.87
Canis familiaris,-27.91,-49.87
Cerdocyon thous,-27.91,-49.87
Lycalopex gymnocercus,-27.91,-49.87
Leopardus pardalis,-27.91,-49.87
Leopardus guttulus,-27.91,-49.87
Leopardus wiedii,-27.91,-49.87
Puma concolor,-27.91,-49.87
Eira barbara,-27.91,-49.87
Nasua nasua,-27.91,-49.87
Procyon cancrivorus,-27.91,-49.87
Cabassous tatouay,-27.91,-49.87
Dasypus novemcinctus,-27.91,-49.87
Philander frenatus,-27.91,-49.87
Tamandua tetradactyla,-27.91,-49.87
Hydrochoerus hydrochaeris,-27.91,-49.87
Dasyprocta azarae,-27.91,-49.87
Mazama nana,-28.64,-49.61
Cerdocyon thous,-28.64,-49.61
Leopardus sp.,-28.64,-49.61
Puma concolor,-28.64,-49.61
Puma yagouaroundi,-28.64,-49.61
Galictis cuja,-28.64,-49.61
Euphractus sexcinctus,-28.64,-49.61
Tamandua tetradactyla,-28.64,-49.61
Hydrochoerus hydrochaeris,-28.64,-49.61
Bos taurus,-26.16,-48.61
Mazama sp.,-26.16,-48.61
Canis familiaris,-26.16,-48.61
Cerdocyon thous,-26.16,-48.61
Leopardus sp.,-26.16,-48.61
Eira barbara,-26.16,-48.61
Nasua nasua,-26.16,-48.61
Procyon cancrivorus,-26.16,-48.61
Dasypus novemcinctus,-26.16,-48.61
Didelphis albiventris,-26.16,-48.61
Sapajus nigritus,-26.16,-48.61
Dasyprocta azarae,-26.16,-48.61
Mazama americana,-26.46,-52.57
Mazama gouazoubira,-26.46,-52.57
Mazama nana,-26.46,-52.57
Mazama sp.,-26.46,-52.57
Pecari tajacu,-26.46,-52.57
Canis familiaris,-26.46,-52.57
Cerdocyon thous,-26.46,-52.57
Leopardus guttulus,-26.46,-52.57
Leopardus wiedii,-26.46,-52.57
Eira barbara,-26.46,-52.57
Galictis cuja,-26.46,-52.57
Lontra longicaudis,-26.46,-52.57
Nasua nasua,-26.46,-52.57
Procyon cancrivorus,-26.46,-52.57
Dasypus novemcinctus,-26.46,-52.57
Dasypus septemcinctus,-26.46,-52.57
Dasypus sp.,-26.46,-52.57
Dasyprocta sp.,-26.46,-52.57
Didelphis albiventris,-26.46,-52.57
Tamandua tetradactyla,-26.46,-52.57
Sapajus nigritus,-26.46,-52.57
Cavia sp.,-26.46,-52.57
Hydrochoerus hydrochaeris,-26.46,-52.57
Cuniculus paca,-26.46,-52.57
Dasyprocta azarae,-26.46,-52.57
Myocastor coypus,-26.46,-52.57
Mazama gouazoubira,-26.65,-52.54
Canis familiaris,-26.65,-52.54
Cerdocyon thous,-26.65,-52.54
Leopardus guttulus,-26.65,-52.54
Leopardus wiedii,-26.65,-52.54
Leopardus sp.,-26.65,-52.54
Puma yagouaroundi,-26.65,-52.54
Galictis cuja,-26.65,-52.54
Lontra longicaudis,-26.65,-52.54
Nasua nasua,-26.65,-52.54
Procyon cancrivorus,-26.65,-52.54
Cabassous tatouay,-26.65,-52.54
Dasypus novemcinctus,-26.65,-52.54
Dasypus sp.,-26.65,-52.54
Dasyprocta sp.,-26.65,-52.54
Didelphis albiventris,-26.65,-52.54
Tamandua tetradactyla,-26.65,-52.54
Hydrochoerus hydrochaeris,-26.65,-52.54
Cuniculus paca,-26.65,-52.54
Myocastor coypus,-26.65,-52.54
Mazama gouazoubira,-27.23,-52.58
Mazama nana,-27.23,-52.58
Mazama sp.,-27.23,-52.58
Canis familiaris,-27.23,-52.58
Cerdocyon thous,-27.23,-52.58
Leopardus guttulus,-27.23,-52.58
Leopardus wiedii,-27.23,-52.58
Leopardus sp.,-27.23,-52.58
Puma yagouaroundi,-27.23,-52.58
Eira barbara,-27.23,-52.58
Galictis cuja,-27.23,-52.58
Nasua nasua,-27.23,-52.58
